Image 0: Predicted - Ancistrus, Actual - Ancistrus
Image 2719: Predicted - Pimelodella, Actual - Pimelodella
Image 2720: Predicted - Pimelodella, Actual - Pimelodella
Image 2721: Predicted - Pimelodella, Actual - Pimelodella
Image 2722: Predicted - Pimelodella, Actual - Pimelodella
Image 2723: Predicted - Pimelodella, Actual - Pimelodella
Image 2724: Predicted - Pimelodella, Actual - Pimelodella
Image 2725: Predicted - Pimelodella, Actual - Pimelodella
Image 2726: Predicted - Pimelodella, Actual - Pimelodella
Image 2727: Predicted - Pimelodella, Actual - Pimelodella
Image 2728: Predicted - Pimelodella, Actual - Pimelodella
Image 2729: Predicted - Pimelodella, Actual - Pimelodella
Image 2730: Predicted - Pimelodella, Actual - Pimelodella
Image 2731: Predicted - Otocinclus, Actual - Pimelodella
Image 2732: Predicted - Pimelodella, Actual - Pimelodella
Image 2733: Predicted - Pimelodella, Actual - Pimelodella
Image 2734: Predicted - Pimelodella, Actual - Pimelodella
Image 2735: Predicted - Pimelodella, Actual - Pimelodella
Image 2736: Predicted - Pimelodella, Actual - Pimelodella
Image 2737: Predicted - Pimelodella, Actual - Pimelodella
Image 2738: Predicted - Pimelodella, Actual - Pimelodella
Image 2739: Predicted - Pimelodella, Actual - Pimelodella
Image 2740: Predicted - Pimelodella, Actual - Pimelodella
Image 2741: Predicted - Pimelodella, Actual - Pimelodella
Image 2742: Predicted - Pimelodella, Actual - Pimelodella
Image 2743: Predicted - Pimelodella, Actual - Pimelodella
Image 2744: Predicted - Pimelodella, Actual - Pimelodella
Image 2745: Predicted - Pimelodella, Actual - Pimelodella
Image 2746: Predicted - Pimelodella, Actual - Pimelodella
Image 2747: Predicted - Pimelodella, Actual - Pimelodella
Image 2748: Predicted - Pimelodella, Actual - Pimelodella
Image 2749: Predicted - Pimelodella, Actual - Pimelodella
Image 2750: Predicted - Pimelodella, Actual - Pimelodella
Image 2751: Predicted - Pimelodella, Actual - Pimelodella
Image 2752: Predicted - Pimelodella, Actual - Pimelodella
Image 2753: Predicted - Pimelodella, Actual - Pimelodella
Image 2754: Predicted - Pimelodella, Actual - Pimelodella
Image 2755: Predicted - Pimelodella, Actual - Pimelodella
Image 2756: Predicted - Pimelodella, Actual - Pimelodella
Image 2757: Predicted - Pimelodella, Actual - Pimelodella
Image 2758: Predicted - Pimelodella, Actual - Pimelodella
Image 2759: Predicted - Pimelodella, Actual - Pimelodella
Image 2760: Predicted - Pimelodella, Actual - Pimelodella
Image 2761: Predicted - Pimelodella, Actual - Pimelodella
Image 2762: Predicted - Pimelodella, Actual - Pimelodella
Image 2763: Predicted - Pimelodella, Actual - Pimelodella
Image 2764: Predicted - Pimelodella, Actual - Pimelodella
Image 2765: Predicted - Pimelodella, Actual - Pimelodella
Image 2766: Predicted - Pimelodella, Actual - Pimelodella
Image 2767: Predicted - Pimelodella, Actual - Pimelodella
Image 2768: Predicted - Pimelodella, Actual - Pimelodella
Image 2769: Predicted - Pimelodella, Actual - Pimelodella
Image 2770: Predicted - Pimelodella, Actual - Pimelodella
Image 2771: Predicted - Pimelodella, Actual - Pimelodella
Image 2772: Predicted - Pimelodella, Actual - Pimelodella
Image 2773: Predicted - Prochilodus, Actual - Prochilodus
Image 2774: Predicted - Prochilodus, Actual - Prochilodus
Image 2775: Predicted - Erythrinus, Actual - Prochilodus
Image 2776: Predicted - Prochilodus, Actual - Prochilodus
Image 2777: Predicted - Prochilodus, Actual - Prochilodus
Image 2778: Predicted - Prochilodus, Actual - Prochilodus
Image 2779: Predicted - Prochilodus, Actual - Prochilodus
Image 2780: Predicted - Prochilodus, Actual - Prochilodus
Image 2781: Predicted - Prochilodus, Actual - Prochilodus
Image 2782: Predicted - Prochilodus, Actual - Prochilodus
Image 2783: Predicted - Prochilodus, Actual - Prochilodus
Image 2784: Predicted - Prochilodus, Actual - Prochilodus
Image 2785: Predicted - Prochilodus, Actual - Prochilodus
Image 2786: Predicted - Prochilodus, Actual - Prochilodus
Image 2787: Predicted - Prochilodus, Actual - Prochilodus
Image 2788: Predicted - Prochilodus, Actual - Prochilodus
Image 2789: Predicted - Prochilodus, Actual - Prochilodus
Image 2790: Predicted - Prochilodus, Actual - Prochilodus
Image 2791: Predicted - Prochilodus, Actual - Prochilodus
Image 2792: Predicted - Prochilodus, Actual - Prochilodus
Image 2793: Predicted - Prochilodus, Actual - Prochilodus
Image 2794: Predicted - Prochilodus, Actual - Prochilodus
Image 2795: Predicted - Prochilodus, Actual - Prochilodus
Image 2796: Predicted - Gymnotus, Actual - Prochilodus
Image 2797: Predicted - Prochilodus, Actual - Prochilodus
Image 2798: Predicted - Prochilodus, Actual - Prochilodus
Image 2799: Predicted - Prochilodus, Actual - Prochilodus
Image 2800: Predicted - Prochilodus, Actual - Prochilodus
Image 2801: Predicted - Prochilodus, Actual - Prochilodus
Image 2802: Predicted - Prochilodus, Actual - Prochilodus
Image 2803: Predicted - Prochilodus, Actual - Prochilodus
Image 2804: Predicted - Prochilodus, Actual - Prochilodus
Image 2805: Predicted - Prochilodus, Actual - Prochilodus
Image 2806: Predicted - Prochilodus, Actual - Prochilodus
Image 2807: Predicted - Prochilodus, Actual - Prochilodus
Image 2808: Predicted - Prochilodus, Actual - Prochilodus
Image 2809: Predicted - Prochilodus, Actual - Prochilodus
Image 2810: Predicted - Prochilodus, Actual - Prochilodus
Image 2811: Predicted - Prochilodus, Actual - Prochilodus
Image 2812: Predicted - Prochilodus, Actual - Prochilodus
Image 2813: Predicted - Prochilodus, Actual - Prochilodus
Image 2814: Predicted - Prochilodus, Actual - Prochilodus
Image 2815: Predicted - Prochilodus, Actual - Prochilodus
Image 2816: Predicted - Prochilodus, Actual - Prochilodus
Image 2817: Predicted - Prochilodus, Actual - Prochilodus
Image 2818: Predicted - Prochilodus, Actual - Prochilodus
Image 2819: Predicted - Prochilodus, Actual - Prochilodus
Image 2820: Predicted - Erythrinus, Actual - Prochilodus
Image 2821: Predicted - Prochilodus, Actual - Prochilodus
Image 2822: Predicted - Prochilodus, Actual - Prochilodus
Image 2823: Predicted - Prochilodus, Actual - Prochilodus
Image 2824: Predicted - Prochilodus, Actual - Prochilodus
Image 2825: Predicted - Prochilodus, Actual - Prochilodus
Image 2826: Predicted - Prochilodus, Actual - Prochilodus
Image 2827: Predicted - Prochilodus, Actual - Prochilodus
Image 2828: Predicted - Prochilodus, Actual - Prochilodus
Image 2829: Predicted - Prochilodus, Actual - Prochilodus
Image 2830: Predicted - Prochilodus, Actual - Prochilodus
Image 2831: Predicted - Prochilodus, Actual - Prochilodus
Image 2832: Predicted - Prochilodus, Actual - Prochilodus
Image 2833: Predicted - Prochilodus, Actual - Prochilodus
Image 2834: Predicted - Prochilodus, Actual - Prochilodus
Image 2835: Predicted - Prochilodus, Actual - Prochilodus
Image 2836: Predicted - Prochilodus, Actual - Prochilodus
Image 2837: Predicted - Prochilodus, Actual - Prochilodus
Image 2838: Predicted - Prochilodus, Actual - Prochilodus
Image 2839: Predicted - Prochilodus, Actual - Prochilodus
Image 2840: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2841: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2842: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2843: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2844: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2845: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2846: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2847: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2848: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2849: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2850: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2851: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2852: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2853: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2854: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2855: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2856: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2857: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2858: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2859: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2860: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2861: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2862: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2863: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2864: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2865: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2866: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2867: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2868: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2869: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2870: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2871: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2872: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2873: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2874: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2875: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2876: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2877: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2878: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2879: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2880: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2881: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2882: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2883: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2884: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2885: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2886: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2887: Predicted - Pygocentrus, Actual - Pygocentrus
Image 2888: Predicted - Copella, Actual - Pyrrhulina
Image 2889: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2890: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2891: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2892: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2893: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2894: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2895: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2896: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2897: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2898: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2899: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2900: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2901: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2902: Predicted - Copella, Actual - Pyrrhulina
Image 2903: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2904: Predicted - Copella, Actual - Pyrrhulina
Image 2905: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2906: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2907: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2908: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2909: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2910: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2911: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2912: Predicted - Copella, Actual - Pyrrhulina
Image 2913: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2914: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2915: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2916: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2917: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2918: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2919: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2920: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2921: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2922: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2923: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2924: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2925: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2926: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2927: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2928: Predicted - Characidium, Actual - Pyrrhulina
Image 2929: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2930: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2931: Predicted - Hemigrammus, Actual - Pyrrhulina
Image 2932: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2933: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2934: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2935: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2936: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2937: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2938: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2939: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2940: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2941: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2942: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2943: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2944: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2945: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2946: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2947: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2948: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2949: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2950: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2951: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2952: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2953: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2954: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2955: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2956: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2957: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2958: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2959: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2960: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2961: Predicted - Characidium, Actual - Pyrrhulina
Image 2962: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2963: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2964: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2965: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2966: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2967: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2968: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2969: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2970: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2971: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2972: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2973: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2974: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2975: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2976: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2977: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2978: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2979: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2980: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2981: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2982: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2983: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2984: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2985: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2986: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2987: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2988: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2989: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2990: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2991: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2992: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2993: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2994: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2995: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2996: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2997: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2998: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 2999: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3000: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3001: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3002: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3003: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3004: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3005: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3006: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3007: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3008: Predicted - Pyrrhulina, Actual - Pyrrhulina
Image 3009: Predicted - Red Mullet, Actual - Red Mullet
Image 3010: Predicted - Red Mullet, Actual - Red Mullet
Image 3011: Predicted - Red Mullet, Actual - Red Mullet
Image 3012: Predicted - Red Mullet, Actual - Red Mullet
Image 3013: Predicted - Red Mullet, Actual - Red Mullet
Image 3014: Predicted - Red Mullet, Actual - Red Mullet
Image 3015: Predicted - Red Mullet, Actual - Red Mullet
Image 3016: Predicted - Red Mullet, Actual - Red Mullet
Image 3017: Predicted - Red Mullet, Actual - Red Mullet
Image 3018: Predicted - Red Mullet, Actual - Red Mullet
Image 3019: Predicted - Red Mullet, Actual - Red Mullet
Image 3020: Predicted - Red Mullet, Actual - Red Mullet
Image 3021: Predicted - Red Mullet, Actual - Red Mullet
Image 3022: Predicted - Red Mullet, Actual - Red Mullet
Image 3023: Predicted - Red Mullet, Actual - Red Mullet
Image 3024: Predicted - Red Mullet, Actual - Red Mullet
Image 3025: Predicted - Red Mullet, Actual - Red Mullet
Image 3026: Predicted - Red Mullet, Actual - Red Mullet
Image 3027: Predicted - Red Mullet, Actual - Red Mullet
Image 3028: Predicted - Red Mullet, Actual - Red Mullet
Image 3029: Predicted - Red Mullet, Actual - Red Mullet
Image 3030: Predicted - Red Mullet, Actual - Red Mullet
Image 3031: Predicted - Red Mullet, Actual - Red Mullet
Image 3032: Predicted - Red Mullet, Actual - Red Mullet
Image 3033: Predicted - Red Mullet, Actual - Red Mullet
Image 3034: Predicted - Red Mullet, Actual - Red Mullet
Image 3035: Predicted - Red Mullet, Actual - Red Mullet
Image 3036: Predicted - Red Mullet, Actual - Red Mullet
Image 3037: Predicted - Red Mullet, Actual - Red Mullet
Image 3038: Predicted - Red Mullet, Actual - Red Mullet
Image 3039: Predicted - Red Mullet, Actual - Red Mullet
Image 3040: Predicted - Red Mullet, Actual - Red Mullet
Image 3041: Predicted - Red Mullet, Actual - Red Mullet
Image 3042: Predicted - Red Mullet, Actual - Red Mullet
Image 3043: Predicted - Red Mullet, Actual - Red Mullet
Image 3044: Predicted - Red Mullet, Actual - Red Mullet
Image 3045: Predicted - Red Mullet, Actual - Red Mullet
Image 3046: Predicted - Red Mullet, Actual - Red Mullet
Image 3047: Predicted - Red Mullet, Actual - Red Mullet
Image 3048: Predicted - Red Mullet, Actual - Red Mullet
Image 3049: Predicted - Red Mullet, Actual - Red Mullet
Image 3050: Predicted - Red Mullet, Actual - Red Mullet
Image 3051: Predicted - Red Mullet, Actual - Red Mullet
Image 3052: Predicted - Red Mullet, Actual - Red Mullet
Image 3053: Predicted - Red Mullet, Actual - Red Mullet
Image 3054: Predicted - Red Mullet, Actual - Red Mullet
Image 3055: Predicted - Red Mullet, Actual - Red Mullet
Image 3056: Predicted - Red Mullet, Actual - Red Mullet
Image 3057: Predicted - Red Mullet, Actual - Red Mullet
Image 3058: Predicted - Red Mullet, Actual - Red Mullet
Image 3059: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3060: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3061: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3062: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3063: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3064: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3065: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3066: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3067: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3068: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3069: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3070: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3071: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3072: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3073: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3074: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3075: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3076: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3077: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3078: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3079: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3080: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3081: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3082: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3083: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3084: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3085: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3086: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3087: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3088: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3089: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3090: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3091: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3092: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3093: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3094: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3095: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3096: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3097: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3098: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3099: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3100: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3101: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3102: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3103: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3104: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3105: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3106: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3107: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3108: Predicted - Red Sea Bream, Actual - Red Sea Bream
Image 3109: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3110: Predicted - Hyphessobrycon, Actual - Rineloricaria
Image 3111: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3112: Predicted - Otocinclus, Actual - Rineloricaria
Image 3113: Predicted - Copella, Actual - Rineloricaria
Image 3114: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3115: Predicted - Copella, Actual - Rineloricaria
Image 3116: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3117: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3118: Predicted - Prochilodus, Actual - Rineloricaria
Image 3119: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3120: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3121: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3122: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3123: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3124: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3125: Predicted - Otocinclus, Actual - Rineloricaria
Image 3126: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3127: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3128: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3129: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3130: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3131: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3132: Predicted - Rineloricaria, Actual - Rineloricaria
Image 3133: Predicted - Sea Bass, Actual - Sea Bass
Image 3134: Predicted - Sea Bass, Actual - Sea Bass
Image 3135: Predicted - Sea Bass, Actual - Sea Bass
Image 3136: Predicted - Sea Bass, Actual - Sea Bass
Image 3137: Predicted - Sea Bass, Actual - Sea Bass
Image 3138: Predicted - Sea Bass, Actual - Sea Bass
Image 3139: Predicted - Sea Bass, Actual - Sea Bass
Image 3140: Predicted - Sea Bass, Actual - Sea Bass
Image 3141: Predicted - Sea Bass, Actual - Sea Bass
Image 3142: Predicted - Sea Bass, Actual - Sea Bass
Image 3143: Predicted - Sea Bass, Actual - Sea Bass
Image 3144: Predicted - Sea Bass, Actual - Sea Bass
Image 3145: Predicted - Sea Bass, Actual - Sea Bass
Image 3146: Predicted - Sea Bass, Actual - Sea Bass
Image 3147: Predicted - Sea Bass, Actual - Sea Bass
Image 3148: Predicted - Sea Bass, Actual - Sea Bass
Image 3149: Predicted - Sea Bass, Actual - Sea Bass
Image 3150: Predicted - Sea Bass, Actual - Sea Bass
Image 3151: Predicted - Sea Bass, Actual - Sea Bass
Image 3152: Predicted - Sea Bass, Actual - Sea Bass
Image 3153: Predicted - Sea Bass, Actual - Sea Bass
Image 3154: Predicted - Sea Bass, Actual - Sea Bass
Image 3155: Predicted - Sea Bass, Actual - Sea Bass
Image 3156: Predicted - Sea Bass, Actual - Sea Bass
Image 3157: Predicted - Sea Bass, Actual - Sea Bass
Image 3158: Predicted - Sea Bass, Actual - Sea Bass
Image 3159: Predicted - Sea Bass, Actual - Sea Bass
Image 3160: Predicted - Sea Bass, Actual - Sea Bass
Image 3161: Predicted - Sea Bass, Actual - Sea Bass
Image 3162: Predicted - Sea Bass, Actual - Sea Bass
Image 3163: Predicted - Sea Bass, Actual - Sea Bass
Image 3164: Predicted - Sea Bass, Actual - Sea Bass
Image 3165: Predicted - Sea Bass, Actual - Sea Bass
Image 3166: Predicted - Sea Bass, Actual - Sea Bass
Image 3167: Predicted - Sea Bass, Actual - Sea Bass
Image 3168: Predicted - Sea Bass, Actual - Sea Bass
Image 3169: Predicted - Sea Bass, Actual - Sea Bass
Image 3170: Predicted - Sea Bass, Actual - Sea Bass
Image 3171: Predicted - Sea Bass, Actual - Sea Bass
Image 3172: Predicted - Sea Bass, Actual - Sea Bass
